id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39129345,COMPLEJO BELGRANO PALACE,165673078,Norberto,,Monserrat,-34.61363,-58.38452,Entire home/apt,2116,4,0,,,2,179
39131790,Departamento en pleno centro de buenos aires!!,246926978,Pablo,,San Nicolas,-34.60138,-58.38385,Entire home/apt,1924,1,60,2020-01-21,2.77,1,180
39132248,"Strategically Located & Comfy Apartment, Palermo.",21376890,Eugenia,,Palermo,-34.57599,-58.43158,Entire home/apt,1363,10,6,2021-02-19,0.57,1,324
39132440,Fliphaus ✔️3 pax Studio / Heart of Recoleta,1021694,Fliphaus,,Recoleta,-34.58756,-58.38457,Entire home/apt,1539,1,37,2020-10-27,1.71,50,85
39134278,La Boca Arte y futbol Depto entero+parking fijo,296531212,Enrique,,Boca,-34.63686,-58.36426,Entire home/apt,1443,3,19,2020-01-07,0.89,2,179
39135347,COZY ROOM WITH PRIVATE BATHROOM IN BARRIO RIVER.,45758881,Viviana,,Belgrano,-34.55136,-58.45093,Private room,1443,2,8,2019-11-28,0.37,2,352
39138656,Cómodo y luminoso Dto. en pleno corazón de Bs. As.,52871348,Omar Eduardo,,Balvanera,-34.61272,-58.39561,Entire home/apt,1635,2,14,2020-03-17,0.69,1,14
39140203,San Telmo Home,26390826,Fernando,,Constitucion,-34.62008,-58.37877,Entire home/apt,4810,1,0,,,1,362
39144630,Real Buenos Aires. Close to everything!,36168613,Luciano,,Nuñez,-34.55387,-58.46125,Entire home/apt,1924,3,13,2021-01-17,0.61,1,179
39145307,20 % off. Lovely Studio in Palermo close to Parks.,11483615,Mariana,,Palermo,-34.57691,-58.42192,Entire home/apt,3078,3,1,2020-01-15,0.05,34,179
39150075,LOFT AIRES,300303861,Hernan,,Villa Pueyrredon,-34.57778,-58.51102,Entire home/apt,11544,1,0,,,1,179
39152197,Alquiler de habitación,300323655,María Concepción,,Recoleta,-34.59473,-58.40737,Private room,8900,1,0,,,1,358
39154590,"alquilo hermosas habitaciones en Belgrano,",506505,Graciela,,Colegiales,-34.5697,-58.45294,Private room,960,10,1,2020-03-22,0.06,4,364
39158118,Habitación privada en Palermo. Óptima ubicación!,300380968,Mariano,,Palermo,-34.57603,-58.40645,Private room,1154,5,0,,,1,88
39168682,Moderno apart con amenities en Recoleta,223405141,Angeles,,Recoleta,-34.59167,-58.39398,Entire home/apt,3848,2,2,2020-01-02,0.11,3,179
39169250,Departamento muy luminoso!,243261272,Irina,,Balvanera,-34.5997,-58.40505,Entire home/apt,1828,6,3,2020-02-23,0.15,1,179
39173038,Mafalda,114331725,Alejo,,San Telmo,-34.6175,-58.3752,Private room,1154,1,0,,,1,89
39173434,Small and cozy San Telmo studio perfect for two,300539550,Sofia,,Barracas,-34.62909,-58.37364,Entire home/apt,2694,1,2,2020-01-11,0.10,1,365
39173868,Sunny Belgrano Apartment 2 blocks from subway,74474845,Alejandra,,Colegiales,-34.56821,-58.45046,Entire home/apt,1192,30,1,2019-11-13,0.05,1,358
39174479,Habitación privada grande con cama queen,298890145,Nicole,,Recoleta,-34.59612,-58.40531,Private room,960,3,0,,,3,89
39174661,Departamento tranquilo en Palermo Hollywood,300552800,Maria,,Chacarita,-34.58344,-58.44501,Entire home/apt,1650,2,21,2020-02-02,0.98,1,106
39176316,Tu hogar en Buenos Aires.,19282582,Loreana,,Villa Gral. Mitre,-34.61362,-58.46699,Entire home/apt,1001,1,19,2020-01-07,0.94,1,44
39176716,Beautiful apartment in Palermo SoHo. Best Location,38858894,Macarena,,Palermo,-34.58838,-58.42964,Entire home/apt,4521,2,24,2020-02-22,1.11,1,13
39177178,Hermoso departamento en corazón de Palermo,1922310,Agustina,,Palermo,-34.58004,-58.42519,Entire home/apt,1952,2,13,2021-04-30,0.64,1,11
39177406,Apartamento amplio y cómodo en Las Cañitas WiFi,300594795,Dana,,Palermo,-34.56786,-58.43393,Entire home/apt,3848,3,0,,,1,365
39177542,"Cálida habitación en Barrio River, Nuñez.",45758881,Viviana,,Belgrano,-34.551,-58.45055,Private room,1154,2,4,2020-03-15,0.20,2,365
39188528,dRelax Studio @ Recoleta - City Views of BA,38921205,Maria Laura,,Recoleta,-34.5959,-58.40982,Entire home/apt,1581,3,28,2020-01-21,1.42,1,145
39188904,Renovado departamento en Palermo con vista única,9601448,Ciro,,Palermo,-34.57962,-58.42446,Entire home/apt,3271,5,1,2020-02-21,0.06,1,179
39190042,"Great Studio with pool, security and wifi downtown",16133446,Luis & Florencia,,Monserrat,-34.61376,-58.38242,Entire home/apt,1443,10,4,2020-12-29,0.19,56,364
39190247,PALERMO luminoso balcón terraza / Bright + terrace,262366209,Germán,,Palermo,-34.58854,-58.41949,Entire home/apt,1828,3,18,2020-01-28,0.84,1,305
39190741,"Habitación compartida, casa con pileta",275282122,Pool House,,Colegiales,-34.5784,-58.44941,Shared room,962,4,0,,,3,365
39192253,"Historicas Downtown
BS As-Montserrat-San Telmo",300710434,Laura Susana,,Constitucion,-34.61884,-58.38651,Entire home/apt,1076,3,1,2019-11-04,0.05,1,88
39194816,DEPARTAMENTO EN PALERMO PARA 2 PERSONAS,300708227,Mayra,,Palermo,-34.59091,-58.41585,Entire home/apt,1560,2,0,,,1,89
39194870,"Excelente ubicación! Amplio y luminoso, 3 cuartos",742738,Martin,,Palermo,-34.58819,-58.41255,Entire home/apt,2309,14,2,2020-02-02,0.13,4,362
39194956,"Luminoso, increíble depto  en lo mejor de Recoleta",42544073,Patricia,,Recoleta,-34.59496,-58.40453,Entire home/apt,3848,2,5,2020-01-01,0.25,1,350
39195562,Hermoso departamento en Belgrano R,88348494,Joaquin,,Villa Ortuzar,-34.57556,-58.46525,Entire home/apt,2886,2,3,2020-06-03,0.14,2,365
39195632,Apartamento en palermo p/6 pers c/cochera y bici.,93748691,Adrian,,Palermo,-34.57771,-58.42988,Entire home/apt,3835,1,42,2020-02-15,2.07,5,238
39196203,Studio San Telmo Intimo,11123591,Fernanda,,San Telmo,-34.61764,-58.37132,Entire home/apt,2694,14,1,2019-12-21,0.05,1,270
39196672,Luminoso Recoleta 5/10% off,140749598,Rosana,,Recoleta,-34.59174,-58.40222,Entire home/apt,5676,3,4,2020-03-09,0.19,1,269
39198067,"Renovated house, in the heart of San Telmo",31375534,Sabrina,,San Telmo,-34.61873,-58.37419,Private room,1058,2,7,2021-02-08,0.38,11,360
39198812,Congreso. Balcón y vista al parque. Luminoso !!,128827565,Mariana,,Balvanera,-34.61202,-58.39945,Entire home/apt,1444,30,5,2020-02-11,0.26,1,179
39199646,Buenos Aires Centro Punto 0 Habitacion C/BañoPriv,259834556,Maria,,Caballito,-34.62554,-58.43962,Entire home/apt,2886,2,1,2019-12-08,0.05,2,364
39201902,Great Panoramic city view + amenities,24715479,Gwenole,,Palermo,-34.58298,-58.42468,Entire home/apt,9332,1,5,2019-12-22,0.25,23,365
39202381,Cozy Palermo apartment,300302256,Juan Manuel,,Palermo,-34.58345,-58.4204,Entire home/apt,1732,3,15,2020-02-14,0.71,1,8
39204506,Monoambiente Moderno de muy buen gusto!,97694291,TempoBA,,Villa Crespo,-34.59502,-58.42966,Entire home/apt,10000,2,27,2019-10-30,1.25,6,89
39205249,Habitacion privada en Almagro PH 3 ambientes,300847491,Juan,,Almagro,-34.61649,-58.42104,Private room,962,1,0,,,1,178
39214275,En el corazón de Buenos Aires,300907593,Guillermo Horacio,,Caballito,-34.62286,-58.44846,Entire home/apt,1850,3,9,2021-06-30,0.43,1,108
39216502,Habitaciones casa compartida con jardín y parrilla,116603993,Pablo,,Palermo,-34.56296,-58.44123,Entire home/apt,6830,30,0,,,1,364
39216657,Bright and comfortable 2 room apartment,3311044,Maria  Laura,,Agronomia,-34.59394,-58.50192,Entire home/apt,2116,3,16,2019-11-11,0.75,1,149
39216680,"Torre Palermo Uno , en el corazón del Soho",300925761,Layla,,Palermo,-34.58285,-58.42298,Entire home/apt,5292,3,0,,,1,270
39222514,Sunny and Lovely Apartament,13344804,Erika,,Constitucion,-34.62958,-58.38974,Entire home/apt,1850,3,3,2020-05-17,0.16,1,365
39223372,Nice & Cozy apartment at 9 de Julio Avenue (16D),54715993,Cecilia,,Monserrat,-34.61185,-58.38124,Entire home/apt,4810,2,0,,,1,364
39223858,Lo mejor de Recoleta,10038432,Poli,,Recoleta,-34.58752,-58.38589,Entire home/apt,5676,2,0,,,2,179
39223864,Shared aparment Chick Midtown-Centro Buenos Aires,131493189,Gaby,,San Nicolas,-34.59891,-58.37609,Private room,962,1,8,2019-12-18,0.38,2,89
39224459,Whole sunny APATMNT in Buenos Aires. Un PH de luz.,301012784,Silvia Liliana,,Colegiales,-34.5755,-58.46141,Entire home/apt,2200,1,0,,,1,89
39225224,Lo mejor de Buenos Aires,10038432,Poli,,Retiro,-34.58903,-58.38408,Entire home/apt,5676,2,0,,,2,179
39225808,"Central location,  cozy apartment sunny and silent",300952445,Tomas,,San Nicolas,-34.60017,-58.37884,Entire home/apt,2020,3,2,2019-11-09,0.10,1,89
39226169,BEST RECOLETA! GRAN 3 AMBIENTES SOBRE AV CALLAO,6062813,Joaquin,,Recoleta,-34.58909,-58.38738,Entire home/apt,7697,2,7,2019-12-17,0.33,10,180
39226738,Departamento en Los Molinos de Faena,301050665,Mariana,,Puerto Madero,-34.61121,-58.36279,Entire home/apt,4329,20,3,2020-03-20,0.17,1,168
39226990,Live Buenos Aires in the Historical Center,38649148,Pedro,,Retiro,-34.59539,-58.37306,Entire home/apt,2501,1,15,2020-03-01,0.70,2,346
39229995,2 BR for 4 + 1  1/2 Bathrooms  Palermo US EMBASSY,298874610,Pablo,,Palermo,-34.57893,-58.41175,Entire home/apt,4811,7,6,2019-12-17,0.29,5,210
39230879,Corazón del Casco Histórico  de Buenos Aires,213168022,Nora Teresa,,San Telmo,-34.61693,-58.37086,Entire home/apt,3367,7,0,,,1,180
39242661,LINDO DOS AMBIENTES EN EXCEPCIONAL UBICACIÓN,201402350,Yael Vanina,,Balvanera,-34.60883,-58.40046,Entire home/apt,1925,90,6,2020-01-31,0.28,26,365
39245717,El Conventillo histórico,301264237,Paula,,Boca,-34.63894,-58.36753,Private room,1400,1,0,,,1,180
39245852,Super well located 2BR Apartment,2017830,Barbara,,Recoleta,-34.59278,-58.40102,Entire home/apt,4041,2,12,2020-04-30,0.62,22,342
39247041,Hermoso 3 ambientes en Barrio norte #6604,221941387,Alternativa,,Balvanera,-34.60316,-58.3948,Entire home/apt,2694,90,0,,,27,365
39247190,"SUPER 2 AMBIENTES, IDEAL ESTANCIAS LARGAS.",139152382,Flora,,Palermo,-34.57528,-58.4227,Entire home/apt,2405,4,4,2020-02-15,0.25,5,206
39248496,Gran ubicación en Bs As/ Studio/Wifi/Ac/Piscina,51055621,Cecilia,,Coghlan,-34.56184,-58.46753,Entire home/apt,2886,3,3,2021-02-15,0.16,3,354
39249216,Palermo Neighborhood with the best amenities,85543498,Juana,,Palermo,-34.57632,-58.44033,Entire home/apt,3175,7,8,2020-01-02,0.38,2,178
39249817,Hermoso y luminoso Triplex! a 300 mtrs de Palermo,16402520,Cepi,,Chacarita,-34.57994,-58.45395,Entire home/apt,8658,7,0,,,1,180
39250588,Habitación privada en Villa Crespo,3656125,Iris,,Villa Crespo,-34.59912,-58.44441,Private room,1154,7,0,,,1,363
39253082,"Bello apartamento. Luminoso, balcón y a full.",301324767,Adriana,,Parque Chacabuco,-34.63152,-58.45397,Entire home/apt,3367,1,7,2020-03-05,0.33,1,79
39253803,Old Fashioned & Cozy in Recoleta,192917152,Pablo,,Recoleta,-34.58908,-58.4014,Entire home/apt,2400,1,5,2019-12-26,0.24,1,87
39254158,Sucucho de Kevin,301333399,Kevin,,Belgrano,-34.56096,-58.46282,Private room,578,1,0,,,1,235
39254188,Estudio Moderno en el corazón de Palermo,44998181,Delfina,,Palermo,-34.58337,-58.42561,Entire home/apt,2213,2,23,2019-10-26,1.07,1,81
39254276,Hermoso 2 ambientes en Nuñez - Fleni - B° Chino,298874610,Pablo,,Belgrano,-34.55538,-58.45639,Entire home/apt,4810,3,0,,,5,363
39255997,"Moderno Estudio a estrenar. Las Cañitas, Palermo.",61050043,César,,Palermo,-34.57207,-58.42964,Entire home/apt,5291,7,1,2019-11-29,0.05,4,340
39257300,Great Location Studio w/balcony (max 3 guests) 22,49069906,Pablo,,San Nicolas,-34.59952,-58.37056,Entire home/apt,2116,2,9,2021-04-02,0.44,6,365
39257628,Great Location Studio w/balcony (max 3 guests) 31,49069906,Pablo,,Retiro,-34.59825,-58.3725,Entire home/apt,2116,2,7,2020-01-01,0.35,6,365
39260000,Amplio departamento cerca del centro de la ciudad,231381560,Carlos,,Constitucion,-34.619,-58.38377,Entire home/apt,1538,5,0,,,1,177
39264133,Depto Excelente ubicación alto Palermo shopping,229739169,Leandro,,Palermo,-34.58862,-58.4141,Entire home/apt,1232,3,8,2020-05-22,0.38,2,229
39267072,Studio moderno y luminoso en Recoleta,110342640,Jose Bernardo,,Recoleta,-34.59063,-58.40775,Entire home/apt,2694,2,21,2020-01-21,1.00,1,89
39267087,Cuartito amarillo Palermo Soho Aire Acondicionado,1685810,Maria,,Palermo,-34.59108,-58.41989,Private room,1443,1,2,2019-11-14,0.10,5,365
39268173,"Escaleras al cielo, con terraza en Palermo Crespo",290369750,Isabel,,Villa Crespo,-34.5923,-58.43394,Entire home/apt,6926,60,2,2020-02-24,0.11,2,291
39268680,Habitación privada a estrenar,82935630,Belu,,Recoleta,-34.59043,-58.41024,Private room,1732,1,0,,,2,365
39269950,Brand new comfortable studio in Palermo (4),13558868,Juan Bautista,,Palermo,-34.58287,-58.42396,Entire home/apt,1443,3,8,2019-11-12,0.41,2,159
39272264,Duplex blanco y super luminoso a metros del Golf,301502661,Elena,,Belgrano,-34.56015,-58.44348,Entire home/apt,3848,3,2,2019-12-13,0.10,1,83
39273021,Habitación privada doble en dpto de artistas,301508723,Sol,,Balvanera,-34.60561,-58.41018,Private room,850,1,0,,,1,365
39274842,Casa 3 ambientes x palermo,136918439,Kenichi Michael,,Palermo,-34.5753,-58.43156,Entire home/apt,2982,6,0,,,1,180
39275109,callao y corrientes,117490236,Sebastian,,Balvanera,-34.60534,-58.39565,Entire home/apt,1600,3,0,,,1,179
39276553,Beautiful studio in the best of Palermo SoHo!!,28021667,Jonn Jonn,,Palermo,-34.58595,-58.41978,Entire home/apt,1924,2,9,2020-02-22,0.46,4,88
39277770,Depto excelente ubicación alto Palermo shopping,229739169,Leandro,,Palermo,-34.589,-58.41391,Entire home/apt,1232,3,2,2020-02-14,0.10,2,229
39278489,Dto. Las Rosas en Barrio Recoleta,5486969,Florencia,,Recoleta,-34.59969,-58.39607,Entire home/apt,9620,3,13,2020-03-29,0.61,4,180
39279775,Habitacion en Balvanera,83945674,Cecilia,,Balvanera,-34.60681,-58.39733,Private room,780,3,0,,,1,365
39286281,ALQUILER HABITACIÓN privada .BAÑO EN SUITE,114399420,Monica,,Balvanera,-34.607,-58.40797,Private room,1443,10,0,,,8,365
39291433,Premium studio in Palermo Hollywood with balcony,6368513,Matias,,Palermo,-34.58213,-58.43238,Entire home/apt,2117,30,5,2019-12-23,0.88,2,180
39293245,IDEAL 2/3PAX- Minimalista-Moderno. P. Hollywood,2597734,Welcome2BA,,Palermo,-34.57944,-58.43336,Entire home/apt,3092,4,2,2019-11-25,1.87,46,269
39297388,Hollywood Apartment Design,27218084,Sebas,,Palermo,-34.57873,-58.43406,Entire home/apt,2886,4,2,2019-10-27,0.09,4,365
39297733,Agradable departamento 1 dormitorio en Palermo,30880992,Maria Corina,,Palermo,-34.58424,-58.43241,Entire home/apt,2267,2,9,2020-02-22,0.44,1,365
39298359,Luminoso y acogedor estudio sobre Av. 9 de Julio .,301714407,Juan Carlos,,Monserrat,-34.61077,-58.38152,Entire home/apt,1635,1,22,2019-11-21,1.06,1,89
39298554,AbastoRentApart,301713334,Gabriela,,Almagro,-34.60422,-58.41536,Entire home/apt,2886,1,4,2020-03-15,0.19,1,179
39298580,"Palermo, con vista increible al rio y la ciudad",15976601,Edgardo,,Palermo,-34.59075,-58.41259,Entire home/apt,7215,2,22,2021-01-05,1.04,1,139
39298674,LOT Palermo Apartment,60829992,Nicolás,,Palermo,-34.57453,-58.44175,Entire home/apt,2790,1,0,,,1,337
39299035,"Pool, gym, tenis. P 17",255235964,Aloha-Fácil,,Recoleta,-34.59461,-58.39427,Entire home/apt,5580,2,3,2021-04-01,0.15,5,172
39299669,Luxury apartment in Recoleta with amazing views.,7465850,Flower,,Retiro,-34.58945,-58.38148,Entire home/apt,2886,30,0,,,1,90
39300454,Hermoso departamento en Palermo,41097152,Ernestina,,Palermo,-34.58683,-58.41558,Private room,3367,2,3,2020-01-03,0.15,1,178
39300778,Charming Apartment in the heart of everything!,301692919,Nora,,San Nicolas,-34.59867,-58.37399,Entire home/apt,2020,5,13,2020-10-31,0.62,1,154
39301126,"Palermo Hollywood, one bedroom. Spa 
Amenities.",1028764,Cecilia,,Palermo,-34.57801,-58.44053,Entire home/apt,4041,1,0,,,86,179
39311750,COZY STUDIO IN CHACARITA/ ESTUDIO EN CHACARITA,5416827,Paula,,Chacarita,-34.5879,-58.45408,Private room,962,1,0,,,2,168
39312504,Habitación compartida grande,298890145,Nicole,,Recoleta,-34.59474,-58.40718,Shared room,960,4,0,,,3,178
39318082,"CÁLIDO, LUMINOSO & MODERNO - apartamento en B.A.",301885676,Hernan,,Villa Urquiza,-34.57553,-58.48872,Entire home/apt,1924,3,6,2021-04-25,0.28,1,350
39319690,Depto 2 ambientes palermo  + amenties,7114804,Iosi,,Palermo,-34.57701,-58.43846,Entire home/apt,3367,3,19,2020-03-02,0.91,1,176
39319732,Departamento en Belgrano súper cómodo y luminoso,301900275,Camila,,Belgrano,-34.56472,-58.45857,Entire home/apt,2500,2,1,2019-11-08,0.05,1,178
39320896,Departamento 2 amb Palermo,301911454,Analia,,Palermo,-34.57851,-58.42448,Entire home/apt,3500,3,4,2020-02-28,0.20,2,351
39328433,Quiet and Cosy room + private living with kitchen,302059226,Martha,,Nuñez,-34.53823,-58.46502,Entire home/apt,1363,5,0,,,1,90
39330276,"Belgrano Stylish Studio , Pool, Hot Tub & Sauna",132838002,Juan,,Belgrano,-34.55575,-58.45443,Entire home/apt,1443,28,0,,,45,178
39333777,"Cálida casa . Parque, piscina, huerta, parrilla.",24254796,Verónica,,Colegiales,-34.57162,-58.45328,Entire home/apt,10582,30,0,,,2,83
39334049,"Monoambiente a estrenar, 150mts del Htal Italiano",25852982,Maria,,Almagro,-34.60647,-58.42843,Entire home/apt,2200,3,17,2019-10-22,0.83,2,89
39336030,Comfort & Location,67754438,Silvia,,Palermo,-34.5924,-58.41449,Entire home/apt,3848,2,8,2020-02-24,0.38,1,179
39337153,Great apartment in Buenos Aires,186173041,Iara,,Villa Crespo,-34.59772,-58.43892,Entire home/apt,2694,15,0,,,1,180
39338045,"Palermo Soho- Studio3p-Gym, Pool and 7x24 security",302149534,Gabriela,,Palermo,-34.58435,-58.42272,Entire home/apt,2392,2,18,2020-01-27,0.89,1,351
39339576,Espacio Maugi Palermo Hollywood,302161827,Eugenia,,Palermo,-34.57807,-58.4302,Entire home/apt,3367,30,0,,,1,89
39344534,Visitá Buenos Aires. Nice Apart  en Caballito.,302218317,Noelia Y Lolo,,Caballito,-34.60816,-58.4493,Entire home/apt,2000,3,6,2020-02-02,0.29,1,321
39349406,Artists dream in Almagro.,2862540,Cristina,,Almagro,-34.60937,-58.42047,Entire home/apt,2214,1,3,2020-04-30,0.15,1,38
39353543,mi casa,216891694,Magali,,Retiro,-34.59189,-58.38515,Entire home/apt,14430,1,1,2019-12-06,0.05,1,89
39354797,"ECONOMICA c/cowork/terraza/parrilla/laundry,Z/UADE",4191868,Piso Compartido Buenos Aires,,Monserrat,-34.61731,-58.3803,Private room,962,15,3,2021-04-06,0.15,10,339
39355308,Departamento completo,169187531,Belén,,Almagro,-34.6095,-58.4261,Entire home/apt,2886,6,1,2020-01-15,0.05,1,179
39356440,Exclusive 1BR - Second home-Palermo - Buenos Aires,27727517,Cristina,,Palermo,-34.58079,-58.41664,Entire home/apt,4810,5,0,,,1,79
39356609,Habitación privada en Palermo Hollywood,302301917,Nahuel,,Palermo,-34.58371,-58.44308,Entire home/apt,3367,1,0,,,1,89
39357569,La Palermitana,147391618,Melisa,,Palermo,-34.59168,-58.42858,Entire home/apt,1924,10,3,2020-01-02,0.17,2,321
39357925,"Puerto Madero
Amoblado , cómodo y bien ubicado",107903079,Alfredo,,Puerto Madero,-34.61627,-58.36069,Entire home/apt,13474,5,0,,,1,365
39357991,Beautifull private room in BA's best neighborhood!,250768538,Tomas,,Palermo,-34.57853,-58.41229,Private room,1924,2,0,,,1,90
39358213,Coqueto Estudio en el barrio de Recoleta,194765879,Andrea,,Recoleta,-34.59549,-58.40692,Entire home/apt,2117,2,17,2020-02-26,0.80,1,338
39359878,Luxury Home at Palermo Parks on Libertador Ave,1751072,Diego,,Palermo,-34.58079,-58.40454,Entire home/apt,4522,1,26,2021-05-11,1.22,9,61
39359935,"Sunny, Modern apartment, near Palermo",243546423,Marcelo,,Almagro,-34.59953,-58.42409,Entire home/apt,2886,1,15,2021-06-30,0.87,1,189
39360814,Pueyrredon 1º piso · Recoleta-Clásico. Ambientes Grandes - Lavarropas.,2597734,Welcome2BA,,Recoleta,-34.58704,-58.39803,Entire home/apt,2858,5,6,2020-12-19,0.30,46,136
39362209,Individual Room in Palermo's neighbourhood,69336665,Claudia,,Palermo,-34.59161,-58.42028,Private room,962,1,10,2020-01-13,0.48,1,88
39363900,Apartment luminoso moderno Palermo queen acogedor,232240800,Alejandra,,Villa Crespo,-34.60053,-58.44193,Entire home/apt,1924,2,0,,,1,105
39365863,Gladys & Sergio,269282495,Sergio,,Villa Crespo,-34.5909,-58.43726,Private room,960,1,0,,,2,173
39367389,Departamento muy Chic,120473666,Carolina Nancy,,Villa Urquiza,-34.56669,-58.47516,Entire home/apt,2116,1,14,2020-02-19,0.66,1,104
39367473,Stylish flat share in San Telmo with a local,104045252,Juan,,San Telmo,-34.62626,-58.36799,Private room,1347,5,0,,,1,88
39367953,Departamento Francés próximo a Palermo,213208649,Loli,,Belgrano,-34.56383,-58.45837,Entire home/apt,2405,2,0,,,1,179
39368013,Apart Paraguay,302387859,Cecilia,,Palermo,-34.58796,-58.41961,Entire home/apt,5580,2,1,2019-11-24,0.05,1,260
39368687,Hermoso e ideal ambiente y medio en Recoleta!,302402928,Mariela,,Recoleta,-34.59205,-58.39836,Entire home/apt,1732,7,26,2020-03-08,1.25,1,90
39368739,20 % off! Great Apt. in Recoleta. Balcony with BBQ,11483615,Mariana,,Recoleta,-34.58659,-58.4006,Entire home/apt,2117,3,3,2020-04-01,0.15,34,42
39369161,Cozy apartment in the heart of Buenos Aires,302406695,Diego Alejandro,,San Nicolas,-34.60834,-58.3837,Entire home/apt,1058,4,10,2019-12-06,0.51,2,361
39370255,Departamento mono-ambiente a 1 cuadra de Congreso,302416516,Nadina,,Balvanera,-34.60865,-58.39263,Entire home/apt,1260,7,3,2020-03-13,0.16,1,175
39370463,Tu hogar en Palermo! 2 ambientes súper luminosos!,4913139,Mariana,,Palermo,-34.58287,-58.44415,Entire home/apt,2886,10,3,2019-11-29,0.15,1,180
39370510,Depto Palermo cerca de shopping y de plaza serrano,302418696,Alejandra,,Palermo,-34.59551,-58.41757,Private room,9620,1,0,,,1,83
39379279,Departamento moderno en Palermo Vista Piso 11.,165122512,Andres,,Palermo,-34.5761,-58.42,Entire home/apt,2226,1,34,2020-11-24,1.61,2,162
39382984,CAÑITAS! BRIGHT STUDIO IN GREAT LOCATION!,67086449,Rodrigo,,Palermo,-34.56615,-58.43347,Entire home/apt,1443,4,11,2021-04-30,0.79,31,352
39384694,Exclusivo APT en torre de categoría con amenities,1028764,Cecilia,,Palermo,-34.5764,-58.43859,Entire home/apt,4329,1,11,2021-05-12,1.10,86,179
39386103,Estudio Tupiza,275810149,Sheila,,Palermo,-34.57729,-58.41245,Entire home/apt,1251,3,5,2021-05-05,0.26,1,147
39386426,Lindo lugar y linda casa con anfitriones tangueros,2486039,Daniel,,Caballito,-34.60971,-58.43194,Private room,1155,5,0,,,2,89
39387664,Congreso. Peron 1900. Depto para 4 personas.,8130956,Alexia,,Balvanera,-34.60807,-58.39482,Entire home/apt,1154,30,0,,,3,89
39390060,En el corazón de la ciudad...,302561525,Candela,,San Nicolas,-34.6035,-58.3851,Entire home/apt,1800,2,3,2019-12-03,0.15,1,89
39391786,Bello departamento en el barrio más bello,10151015,Juan,,Monserrat,-34.61585,-58.37588,Entire home/apt,6425,5,4,2021-06-19,0.19,1,180
39393438,Cozy and bright apartment in the heart of Palermo!,51910915,Valeria,,Palermo,-34.59492,-58.41608,Entire home/apt,2761,2,11,2020-02-12,0.53,1,336
39394869,SHORT/LONG TERM Stunning loft Recoleta/Palermo,256462517,Jan,,Recoleta,-34.59375,-58.4106,Entire home/apt,1443,30,0,,,5,89
39394997,Amplio y confortable loft en Palermo,24634778,Nicolas,,Palermo,-34.59414,-58.42798,Entire home/apt,1924,3,17,2021-04-18,0.97,1,202
39396774,Shenny's House,302618160,Jenny,,Floresta,-34.62371,-58.49033,Private room,1058,1,0,,,1,179
39397601,Sofex,46718606,Facundo,,Palermo,-34.57675,-58.42057,Private room,3848,1,0,,,1,88
39400320,Apartamento turístico,66122511,Solange,,Boca,-34.63345,-58.36294,Entire home/apt,1704,1,1,2019-11-18,0.05,1,89
39403402,Impeccable apartment over pedestrian street,56755154,Maria Gabriela,,Palermo,-34.59015,-58.41339,Entire home/apt,4467,3,0,,,1,88
39406982,"Tu lugar en Recoleta Pool, Gym & Laundry WiFi 12MB",302688147,Marion,,Recoleta,-34.59,-58.40491,Entire home/apt,4041,2,0,,,1,339
39406987,tan espontaneo como estar  en casa,302687742,Mabel,,Constitucion,-34.63293,-58.38862,Shared room,960,1,0,,,1,83
39407249,Desde el centro de la ciudad al ensueño.,278265350,Maria,,San Nicolas,-34.6047,-58.37913,Entire home/apt,3367,2,0,,,3,365
39408466,"Recoleta, 50m2, w/balcony in great location!",230526472,María Candela,,Recoleta,-34.58721,-58.40143,Entire home/apt,4811,3,3,2020-01-07,0.16,4,90
39409304,Cómodo depto zona Alto Palermo para 5 personas,236628605,Yamila,,Palermo,-34.58799,-58.41586,Entire home/apt,5000,3,6,2019-12-05,0.31,1,179
39410906,Comfy & well located downtown flat! Cerca de todo!,182994492,Maria,,Balvanera,-34.6002,-58.39803,Entire home/apt,2694,3,0,,,1,365
39411862,MADO´s Apartment in Palermo Soho,20583018,Emanuel,,Palermo,-34.58113,-58.42927,Entire home/apt,1251,10,21,2020-01-23,1.00,10,45
39414762,Amplio y cómodo 3 ambientes en Palermo #7230,221941387,Alternativa,,Palermo,-34.56598,-58.43347,Entire home/apt,2501,90,0,,,27,365
39417081,Takuara - 2 large rooms apartment in San Telmo,301731937,Marcelo,,Constitucion,-34.61803,-58.37966,Entire home/apt,2405,2,1,2019-12-27,0.05,1,365
39417247,"Private Terrace Loft with BBQ, Gym, Pool & Laundry",19637246,Nati & Juli,,Palermo,-34.58093,-58.4358,Entire home/apt,4329,1,27,2020-09-12,1.27,35,46
39418767,mono ambiente feliz,302775371,Ana,,Villa Urquiza,-34.5778,-58.4798,Entire home/apt,1924,2,3,2019-12-07,0.15,1,89
39418885,Una perla verde entre los 5 estrellas de la City,302776787,Alexander,,San Nicolas,-34.59988,-58.37464,Entire home/apt,1828,6,0,,,1,365
39419349,Hermoso Departamento Recoleta,121355640,Tamara,,Recoleta,-34.58612,-58.38684,Entire home/apt,2200,1,2,2020-01-09,0.10,1,365
