id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9326095,San Telmo Apart. 2 guests,39077376,Viva Baires,,San Telmo,-34.6171,-58.3758,Entire home/apt,4040,3,4,2018-11-07,0.06,13,364
9331712,Casa con jardín,5970499,Maria Eugenia,,Saavedra,-34.55416,-58.48487,Entire home/apt,10582,7,2,2016-04-16,0.03,1,352
9337110,Lumières de Buenos Aires,38807007,Juliette,,San Nicolas,-34.6071,-58.38876,Entire home/apt,3066,3,12,2018-01-21,0.18,1,364
9342745,2 room apartment in Palermo Hollywo,35103638,Chicha,,Palermo,-34.57944,-58.44029,Entire home/apt,10170,2,0,,,1,362
9355275,Amazing view - duplex pool gym...,24715479,Gwenole,,Palermo,-34.58094,-58.43409,Entire home/apt,6734,1,88,2021-04-08,1.29,23,359
9366142,"Habitacion, San Telmo-Buenos Aires",41811412,Francesco,,San Telmo,-34.62089,-58.36729,Private room,3975,1,3,2016-02-25,0.05,1,365
9367095,Departamento para estar cerca de todo en Recoleta,35721695,Sandra,,Recoleta,-34.59163,-58.39326,Entire home/apt,2117,7,5,2019-11-30,0.12,1,362
9383512,"Palermo Soho Large Bright w Balcony, Tango & WiFi.",48680169,Andrea & Ricardo,,Palermo,-34.59182,-58.4228,Entire home/apt,5772,3,117,2020-01-16,1.71,2,136
9385265,Bright and cozy Palermo Soho,2001042,Manuela,,Palermo,-34.58323,-58.426,Entire home/apt,2405,2,29,2020-01-16,0.43,1,178
9385372,Apartment Palermo Hollywood,48687955,Matías,,Palermo,-34.58371,-58.43385,Private room,3367,4,14,2018-08-21,0.22,1,178
9387966,Classic Palermo Soho ★★★★★,25530331,Tea,,Palermo,-34.58993,-58.42888,Entire home/apt,2790,3,115,2020-02-23,1.78,1,321
9400967,Tacha Balcony13 Apartment,24231645,Solange,,Villa Crespo,-34.58963,-58.43946,Entire home/apt,2116,2,26,2018-11-14,0.39,14,0
9401863,Studio at Palermo Hollywood. 40 m2,48758498,Williams Erik,,Palermo,-34.5773,-58.43866,Entire home/apt,3505,4,3,2016-06-09,0.05,2,365
9406375,Compartimos?,48777047,Mariana,,Balvanera,-34.60976,-58.4107,Private room,1000,1,7,2017-11-18,0.16,1,178
9423941,New and brigthly Nicaragua,48856583,Paula,,Palermo,-34.58195,-58.43318,Entire home/apt,2405,5,114,2020-03-19,1.69,2,45
9425233,Departamento a nuevo Palermo Soho,48861613,Berta,,Palermo,-34.58757,-58.4325,Entire home/apt,2886,2,104,2020-02-10,2.05,1,165
9426520,Stunning one bedroom Penthouse in central Recoleta,48866643,Peter,,Recoleta,-34.59338,-58.39376,Entire home/apt,12988,7,4,2017-02-12,0.08,1,89
9434965,Silencioso departamento antiguo,39758006,Luis,,San Nicolas,-34.601,-58.37105,Entire home/apt,3500,2,119,2019-12-01,1.75,2,334
9450416,Impecable departamento en Palermo,48970482,Laura,,Palermo,-34.58612,-58.42207,Entire home/apt,4810,90,0,,,1,365
9451925,Oasis in the heart of Recoleta,48978522,Martina,,Recoleta,-34.59246,-58.39228,Entire home/apt,3848,2,80,2020-05-08,1.18,1,351
9456219,Dpto completo  en Belgrano . Cabildo al 3000.,49002363,Horacio,,Nuñez,-34.55318,-58.46477,Private room,2597,2,6,2018-12-02,0.15,1,362
9463214,Casa zona residencial,49013119,Fulvio,,Villa Urquiza,-34.57694,-58.47652,Private room,1714,30,0,,,1,83
9470081,ERRE,49079458,Victor,,Belgrano,-34.56436,-58.46751,Entire home/apt,3500,2,15,2019-10-22,0.56,1,89
9473906,Lovely Studio in Palermo,25602761,Mariano,,Recoleta,-34.59513,-58.41482,Entire home/apt,3180,3,44,2019-12-27,0.71,1,365
9476810,Recoleta/Palermo Full Apartment Amazing Light&View,49118799,Mariano,,Recoleta,-34.5933,-58.40873,Entire home/apt,2116,1,322,2020-01-16,4.78,1,171
9477699,Luminous department with amazing terrace!,49124399,Victoria,,Recoleta,-34.5856,-58.40265,Entire home/apt,9621,2,0,,,1,365
9486533,Large room in great apt - Best location Palermo,24715479,Gwenole,,Palermo,-34.58363,-58.42022,Private room,1539,2,11,2020-01-16,0.16,23,291
9487851,Luminoso departamento en el centro de Belgrano,11458705,Carolina,,Belgrano,-34.56392,-58.45467,Private room,1443,5,2,2017-08-28,0.04,1,179
9489157,Room with 2 beds,13460485,Alicia,,Retiro,-34.59323,-58.37867,Private room,1732,1,33,2017-04-12,0.51,4,364
9495427,Sunny Recoleta apartment,49206391,Eduardo,,Recoleta,-34.58968,-58.39613,Entire home/apt,4714,15,90,2018-01-10,1.38,1,198
9502714,New Palermo Soho Apartment with Swimming Pool,49248460,Andrea,,Palermo,-34.58627,-58.42489,Entire home/apt,3848,3,129,2020-03-14,1.91,1,320
9503701,Departamento Palermo 4 huespedes,2638586,Maria Laura,,Palermo,-34.57671,-58.42171,Entire home/apt,4040,60,1,2016-09-14,0.02,14,365
9503898,Comfy space in the centre of Bs.As,5760553,Agos,,Caballito,-34.61819,-58.43208,Private room,2405,1,1,2016-04-11,0.02,1,365
9504449,Big and Luminous Studio in Recoleta,42514336,Javier,,Recoleta,-34.59174,-58.3968,Entire home/apt,2790,7,4,2017-10-01,0.06,2,365
9506454,Depto/estudio San Telmo,3299057,Alejandrina,,Constitucion,-34.62322,-58.37991,Entire home/apt,2600,1,209,2019-10-26,3.09,4,1
9507033,Atardecer en Buenos Aires,4159891,Josefina,,Palermo,-34.59187,-58.41299,Entire home/apt,3065,2,14,2018-08-03,0.41,1,365
9509313,** BEAUTIFUL FLAT IN THE HEART OF SAN TELMO  57m2,49275481,Delfina Maria,,San Telmo,-34.61936,-58.37667,Entire home/apt,1347,7,15,2019-08-05,0.34,1,250
9509487,Design Studio in Palermo II,15900304,Gabriel,,Palermo,-34.59273,-58.41932,Entire home/apt,2694,2,8,2018-01-15,0.14,52,365
9509689,Unique design in Palermo Soho II,15900304,Gabriel,,Palermo,-34.58234,-58.42858,Entire home/apt,3669,2,46,2019-11-05,0.68,52,357
9513791,Departamento en Recoleta cálido y funcional,49296299,Adriana,,Recoleta,-34.59528,-58.40819,Entire home/apt,2886,7,271,2019-12-24,3.96,1,224
9521895,Hermoso 2 Amb. reciclado con excelente ubicación,49333072,Juan Manuel,,Almagro,-34.60406,-58.42387,Entire home/apt,2370,2,0,,,1,363
9525350,Spacious and Cozy Studio,16157317,Cecilia,,Nuñez,-34.53887,-58.46545,Entire home/apt,2309,3,38,2017-10-31,0.55,2,364
9527199,White Studio in Palermo Soho,6306874,Flor,,Palermo,-34.58943,-58.41908,Entire home/apt,1471,14,210,2020-01-30,3.09,1,120
9531323,Te invito a mi casa...,9264323,Sebastian,,Recoleta,-34.59269,-58.39531,Entire home/apt,2000,1,10,2018-10-09,0.18,1,363
9538957,Loft at Poetry Recoleta,1167817,Paula,,Recoleta,-34.59341,-58.39709,Entire home/apt,8890,1,4,2018-04-20,0.12,3,365
9543736,Monoambiente en Recoleta,12264930,Laura Liliana,,Recoleta,-34.59223,-58.39147,Entire home/apt,6735,1,0,,,7,365
9545477,"PH sobre Armenia,terraza y parrilla",38179307,Saulo,,Palermo,-34.58854,-58.42549,Entire home/apt,21164,2,3,2016-03-23,0.07,4,365
9556085,Monoambiente con terraza pleno Soho,49480723,Delia Concepcion,,Palermo,-34.58895,-58.433,Entire home/apt,6734,1,1,2017-01-03,0.02,25,365
9562319,Depto Zona Caballito/Almagro,49507667,Carlos,,Caballito,-34.60685,-58.43192,Entire home/apt,3175,7,1,2015-12-28,0.01,1,365
9571137,Room with Single Bed and Private Bathroom,8877145,Gabriela,,Palermo,-34.58326,-58.43794,Private room,1058,2,78,2019-10-05,1.29,3,179
9573418,Luminous apartment ideally located,19445315,Dana,,Retiro,-34.59035,-58.37971,Entire home/apt,5099,20,38,2018-05-02,0.56,1,358
9576158,Beautiful Apartment Recoleta,39077376,Viva Baires,,Recoleta,-34.59617,-58.40126,Entire home/apt,5676,5,0,,,13,364
9594672,"1 beautiful  room in palermo, Bs.As.",3599987,Melina,,Recoleta,-34.58972,-58.4074,Private room,1526,2,4,2018-10-27,0.08,1,364
9597288,"Departamento en pleno Palermo, súper luminoso!",35111274,Delfina,,Palermo,-34.57707,-58.42452,Entire home/apt,4521,3,9,2019-12-20,0.29,1,180
9603105,historico departamento en el centro,13278469,Leonardo,,San Nicolas,-34.60178,-58.37567,Entire home/apt,3381,3,9,2018-09-21,0.17,2,365
9604679,Apartamento 2 BR/4Pax Av. Alvear y Ayacucho,28652764,Leticia,,Recoleta,-34.58679,-58.39028,Entire home/apt,13468,3,1,2021-04-06,0.29,2,90
9606231,PALERMO/COLEGIALES - BEAUTIFUL LOFT ~ 50 m2,1969422,Mario,,Colegiales,-34.57351,-58.44662,Entire home/apt,2405,7,14,2018-09-10,0.24,1,364
9606595,New Apartment to Rest & Enjoy,13000005,Tomas,,Palermo,-34.58979,-58.42261,Entire home/apt,2790,25,25,2019-12-07,0.37,3,365
9607489,Confortable Apartment with balcony,49713768,Natacha,,Villa Del Parque,-34.60153,-58.49832,Entire home/apt,2116,3,39,2019-12-24,0.58,2,31
9608164,New Modern Studio in Palermo!,35067450,Ignacio,,Palermo,-34.59478,-58.41536,Entire home/apt,3848,2,72,2020-01-24,1.05,10,136
9612593,Apart a metros del obelisco!,41199693,Alejandra,,San Nicolas,-34.60508,-58.37965,Entire home/apt,2000,5,1,2016-03-26,0.02,1,173
9615303,Departamento nuevo en Palermo Soho,230692,Veronica Y Luciano,,Palermo,-34.58611,-58.42284,Entire home/apt,2447,6,97,2021-03-22,1.48,1,362
9616322,◾Palermo Hollywood Luxury Tower with bag storage,5268363,Marcos,,Palermo,-34.58388,-58.43256,Entire home/apt,7601,3,67,2020-03-07,0.99,6,89
9623249,STUDIO CON PISCINA en el edificio : SALGUERO 1675,49780763,Nora Silvia,,Palermo,-34.59014,-58.41539,Entire home/apt,3848,7,19,2019-03-05,0.28,1,269
9626979,¡Mucha luz y toilette privado!,49795366,Mercedes,,Recoleta,-34.5976,-58.40447,Private room,1200,2,106,2018-04-01,1.55,3,199
9634511,HERMOSO Y LUMINOSO DEPTO EN PLENO CENTRO PORTEÑO,49823617,Zaida,,Balvanera,-34.60914,-58.39654,Entire home/apt,4810,7,2,2020-01-05,0.06,1,173
9650216,Departamento exclusivo en Recoleta!,31035769,Yanina,,Recoleta,-34.59247,-58.40347,Entire home/apt,3848,5,90,2019-12-23,1.35,6,364
9658127,"Departamento Racionalista, 105m2, Plaza San Martín",40727703,Federico,,Retiro,-34.59402,-58.38222,Entire home/apt,6735,3,6,2019-07-17,0.26,1,363
9659289,Apart Palermo Hollywood con piscina,49926615,Gisela,,Palermo,-34.58223,-58.44222,Entire home/apt,4810,3,45,2020-02-02,0.68,1,365
9659318,Te vas a sentir en casa!,49926436,Luciana,,Palermo,-34.56938,-58.44192,Entire home/apt,2886,3,9,2018-03-15,0.15,1,365
9661075,Modern apartment in top location!,21064365,Natalia,,Palermo,-34.57973,-58.40491,Entire home/apt,8178,60,0,,,1,363
9664786,BELLA HABITACIÓN DOBLE O SIMPLE CON AIRE,1864747,Irina,,Almagro,-34.61082,-58.4219,Private room,962,2,14,2019-07-09,0.21,22,273
9664836,DEPARTAMENTO FRENTE AL OBELISCO,49947478,Gonzalo,,San Nicolas,-34.60339,-58.38062,Entire home/apt,1300,7,2,2016-02-13,0.03,1,364
9668312,Cozy Apartment in Recoleta - Best Location!,4801159,Lucía,,Recoleta,-34.59192,-58.41054,Entire home/apt,2405,1,36,2018-12-17,0.68,1,365
9678791,Bright river view & very cut energy,50004724,Carola,,Recoleta,-34.59442,-58.39217,Entire home/apt,2598,7,1,2020-01-13,0.05,1,363
9682460,Close to everything & Cozy Obelisco,33610631,Analuz,,San Nicolas,-34.60458,-58.37939,Entire home/apt,3848,4,3,2015-12-21,0.04,1,179
9693616,Bright Apt near Palermo!,40692486,Luciana,,Villa Urquiza,-34.57555,-58.48215,Entire home/apt,3078,90,46,2019-03-15,0.68,1,365
9695940,Sunny & beautiful apt in best area of Palermo.,1717203,Ana,,Palermo,-34.57443,-58.42129,Entire home/apt,1828,2,29,2020-03-02,0.71,3,364
9697011,Casa de época Colonial (balcony),14434399,Javier Bernardo,,San Telmo,-34.61612,-58.37494,Entire home/apt,3217,5,29,2017-03-20,0.45,4,178
9698170,Studio Arevalo Polo.,10138287,Leo,,Palermo,-34.57337,-58.43349,Entire home/apt,3463,1,0,,,2,365
9704672,ABASTOTANGO,50110312,Cesar Felipe,,Balvanera,-34.60325,-58.41125,Entire home/apt,2694,2,127,2020-02-19,1.90,1,364
9709301,Excelente Departamento en Palermo,14486153,Sandra,,Palermo,-34.57146,-58.43084,Entire home/apt,3848,7,109,2019-06-05,1.60,1,352
9724375,Exclusivo Departamento en Recoleta!,31035769,Yanina,,Recoleta,-34.59261,-58.40377,Entire home/apt,4329,3,92,2019-10-26,1.38,6,351
9724394,Impecable Departamento en Palermo!,31035769,Yanina,,Palermo,-34.59078,-58.41635,Entire home/apt,3848,3,69,2018-11-19,1.03,6,365
9724517,Rooftop - Sun & Jacuzzi in Belgrano,11483615,Mariana,,Belgrano,-34.56692,-58.46573,Entire home/apt,4329,5,23,2020-02-21,0.34,34,163
9725399,Studio Corrientes AVENUE Theater District,2597734,Welcome2BA,,San Nicolas,-34.60465,-58.38936,Entire home/apt,5772,5,1,2019-05-18,0.04,46,0
9738182,"Monoambiente -Studio luminoso, moderno en Recoleta",28074169,Flavia,,Recoleta,-34.59492,-58.3937,Entire home/apt,3079,90,0,,,5,364
9750681,"Unique view roof top botanico garden, Palermo Soho",50289715,Francesco,,San Nicolas,-34.6025,-58.38181,Entire home/apt,6701,3,0,,,1,173
9752082,Very Cute Studio in Palermo Hollywood,30108284,Esperanza,,Colegiales,-34.57896,-58.44048,Entire home/apt,1443,5,5,2018-06-29,0.25,1,362
9752594,"BELLA HABITACIÓN EN ALMAGRO, EXCELENTE UBICACIÓN",1864747,Irina,,Almagro,-34.61036,-58.42177,Private room,1059,2,2,2019-01-01,0.05,22,365
9755823,Carlitos - Spacious 3 Bedroom in Plaza San Martin,669759,Oasis Collections,,Retiro,-34.59512,-58.37444,Entire home/apt,18095,4,6,2019-09-27,0.29,36,323
9756652,Cozy living room with couch or inflatable mattress,7660046,Flavio,,Villa Urquiza,-34.57531,-58.486,Shared room,962,1,6,2016-03-25,0.13,1,365
9756899,"Buenos Aires, Belgrano R apartment",50317601,Jorge,,Belgrano,-34.56649,-58.4646,Entire home/apt,11544,1,0,,,1,365
9773935,Tranquilidad a mts del Obelisco!,50377557,Florencia,,Retiro,-34.59585,-58.3833,Entire home/apt,1350,3,3,2016-03-21,0.05,1,362
9775925,Best choice in Palermo Hollywood!!!,50399159,Nicolas,,Palermo,-34.57709,-58.43542,Entire home/apt,2886,30,2,2017-02-28,0.03,1,362
9776174,OFERTA STUDIO PALERMO H.  4P,4222364,Brian,,Palermo,-34.57766,-58.43939,Entire home/apt,2886,2,67,2018-12-29,1.04,7,353
9785105,Comfortable apartment  top located,20931960,Carina,,San Nicolas,-34.59997,-58.37359,Entire home/apt,4329,3,8,2017-03-12,0.12,3,364
9788879,Small Room close to San Cristobal,28343136,Vicente,,Constitucion,-34.6232,-58.38974,Private room,962,20,40,2018-04-01,0.63,3,365
9791553,Habitacion PRIVADA.,21464756,Marianela Vanina Araceli,,Palermo,-34.59391,-58.42334,Private room,480,1,18,2017-03-21,0.27,2,365
9802756,Nuñez Apartment,49903524,Juan Patricio,,Belgrano,-34.54955,-58.45301,Entire home/apt,3752,7,11,2017-07-16,0.17,1,365
9806683,Amplio dos ambientes - Next to Palermo,25100069,Fernanda,,Villa Crespo,-34.59489,-58.44064,Entire home/apt,3800,2,34,2019-03-23,0.50,5,89
9808286,¡TU CASA EN BUENOS AIRES TE ESPERA!,50530803,Elba Noemí,,Balvanera,-34.60976,-58.3939,Private room,1000,5,54,2017-08-01,0.81,3,365
9810433,Big sunny room in Palermo best location,6133197,Analía,,Palermo,-34.59023,-58.42085,Private room,2886,7,0,,,4,365
9816725,"Fancy 2 bedrooms, Long term, Alto Palermo",45589775,Carolina,,Recoleta,-34.58625,-58.40698,Entire home/apt,1828,180,37,2019-01-01,0.63,2,267
9836283,Precioso departamento en Palermo,50653027,Paula,,Palermo,-34.58213,-58.42004,Entire home/apt,1443,2,92,2018-06-15,1.40,1,191
9837889,Rent a home in Palermo!,35067450,Ignacio,,Recoleta,-34.59464,-58.41451,Entire home/apt,3848,2,23,2016-05-30,0.34,10,365
9877467,Incredible new studio in Recoleta!,50823481,Gustavo,,Recoleta,-34.58987,-58.40264,Entire home/apt,2886,3,160,2020-01-14,2.46,5,351
9896011,Cozy studio in Palermo Hollywood,50898277,Sebastian,,Palermo,-34.58416,-58.44096,Entire home/apt,3367,5,10,2016-12-05,0.15,1,364
9896364,San Telmo Apartments,39077376,Viva Baires,,Monserrat,-34.61584,-58.37774,Entire home/apt,4040,3,5,2016-07-11,0.08,13,364
9897404,San Telmo Apartment - Best location,39077376,Viva Baires,,San Telmo,-34.6171,-58.3752,Entire home/apt,4040,3,13,2016-01-05,0.23,13,364
9917383,Bright & Modern Apt. in Palermo,24290222,Pablo,,Palermo,-34.57657,-58.43814,Entire home/apt,3367,5,9,2016-01-03,0.14,2,297
9925555,Best LOCATION & VIEW of BA!,51020688,Nicolas,,Palermo,-34.58324,-58.40382,Entire home/apt,4329,5,16,2017-08-01,0.29,1,364
9933726,Bright  room with lovely terrace !,51012566,Maria,,Villa Crespo,-34.6022,-58.45019,Private room,1154,2,0,,,1,365
9937861,Excelente estudio con amenities,23090989,Victoria,,Nuñez,-34.55337,-58.46627,Entire home/apt,3078,4,22,2018-07-09,0.49,5,364
9939510,Best terrace! Studio Chacarita,51084551,Ana Maria,,Chacarita,-34.58661,-58.44512,Entire home/apt,962,5,22,2020-01-20,0.35,8,100
9941835,Luminous Apart balcony 9 de Julio,51093642,Roberto,,Constitucion,-34.61834,-58.37984,Entire home/apt,1924,1,9,2016-11-29,0.14,2,365
9942789,Amplio dto de 2amb en Buenos Aires,51098145,Lucia,,Caballito,-34.61415,-58.43655,Entire home/apt,1557,1,22,2018-06-07,0.34,1,88
9953684,Nice building and neighborhood in Buenos Aires,38964140,Claudio,,Nuñez,-34.55192,-58.46577,Entire home/apt,1903,2,12,2019-02-23,0.31,1,257
9974479,Beauty Studio next to University 3B,10499928,Sebastian,,Balvanera,-34.60049,-58.40328,Entire home/apt,2790,4,0,,,9,365
9974701,Beauty Studio next to University 3C,10499928,Sebastian,,Recoleta,-34.59897,-58.40171,Entire home/apt,2790,4,4,2017-07-20,0.06,9,361
9985860,Hab Priv. Solo Varones,51308057,Maria,,Nuñez,-34.54224,-58.47098,Private room,3500,1,0,,,1,365
9989655,Cozy 1 bedroom apt @ Palermo - BA,51324645,Florencia,,Palermo,-34.580791,-58.425804,Entire home/apt,1400,15,37,2020-02-02,0.59,2,348
9990219,Loft con patio en Recoleta,25917342,Constanza,,Recoleta,-34.59549,-58.38888,Entire home/apt,1980,7,9,2019-12-21,0.45,1,352
9998989,Estudio en Recoleta,51361523,Adriana,,Recoleta,-34.59241,-58.39553,Entire home/apt,1200,30,2,2016-09-11,0.03,1,180
9999329,Pto. Madero categoria Torre con piscina y gimnasio,7387526,Caro,,Puerto Madero,-34.60793,-58.36176,Entire home/apt,10875,5,10,2018-12-01,0.15,1,365
9999597,Soho Point New building,1409800,Mariano,,Palermo,-34.59246,-58.4131,Hotel room,3848,1,29,2019-10-27,0.44,36,365
10016257,Soler Studio - Palermo Soho,1938212,Karen,,Palermo,-34.587,-58.42236,Entire home/apt,2116,1,2,2019-08-18,0.09,1,0
10018070,Dept. in the heart of San Telmo,51443920,Cristian,,Monserrat,-34.61575,-58.37779,Entire home/apt,2000,1,181,2018-11-12,2.78,1,179
10019740,Departamento con VIsta Increible,51449967,Nacho,,San Cristobal,-34.62816,-58.40914,Private room,2839,3,0,,,2,365
10022291,Casa de artistas,24824548,Rocio,,Villa Ortuzar,-34.57962,-58.4726,Private room,1058,1,4,2020-03-31,0.13,2,364
10024236,San Telmo Apt. Best Location,39077376,Viva Baires,,Monserrat,-34.61542,-58.37686,Entire home/apt,4040,3,2,2016-03-23,0.04,13,364
10024640,San Telmo Apartments - 2 pax,39077376,Viva Baires,,San Telmo,-34.61685,-58.3743,Entire home/apt,4040,3,13,2016-05-26,0.22,13,364
10034327,Silent comfy heart of palermo soho,1482817,Lorena,,Palermo,-34.58539,-58.42943,Private room,1924,1,1,2016-07-13,0.02,47,365
10037661,"Double Room big window, balcony - up to 2 px + A/C",3381459,NattyDiffi,,Villa Crespo,-34.59446,-58.44444,Private room,9331,1,2,2020-01-22,0.03,3,365
10040900,APARTMENT ROD PENA - By Hart,12450540,Maria,,Recoleta,-34.58761,-58.38559,Entire home/apt,3752,7,7,2020-01-05,0.13,16,120
10050466,Hermoso studio para dos personas en el Centro,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,4040,3,12,2018-03-18,0.21,136,292
10052727,Espacioso departamento en Recoleta,32839226,Analia,,Retiro,-34.59275,-58.38342,Entire home/apt,5772,1,9,2017-09-19,0.13,7,365
10055137,Luminoso Studio  para dos personas en el Centro,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,4040,3,7,2017-08-19,0.13,136,365
10059467,Great and Spacious apartment in Heart of Recoleta!,51622438,Eugenie,,Recoleta,-34.59085,-58.38786,Entire home/apt,8177,1,38,2020-02-06,1.15,1,364
10065598,Soho Boutique  Designer Studio ツ,319901,Ralf,,Palermo,-34.58286,-58.4235,Entire home/apt,5484,4,33,2021-02-18,0.55,27,351
10070035,Departamento 4 personas Recoleta,51672175,Guillermo,,Recoleta,-34.58747,-58.40291,Entire home/apt,8659,1,4,2016-03-22,0.06,6,365
10070360,Design Apartment in Palermo III,15900304,Gabriel,,Palermo,-34.58989,-58.41982,Entire home/apt,3271,3,16,2020-01-14,0.24,52,365
10070688,Unique design in Palermo Soho III,15900304,Gabriel,,Palermo,-34.58197,-58.42699,Entire home/apt,3367,3,6,2018-01-13,0.79,52,290
10071183,Design Apartment in Palermo IV,15900304,Gabriel,,Palermo,-34.59027,-58.41858,Entire home/apt,3271,3,17,2020-01-24,0.25,52,364
10082569,Upscale & Safest Location in Town,51737190,Marcelo,,Palermo,-34.57801,-58.4087,Entire home/apt,4329,5,0,,,1,365
10084590,Nice 2-bedroom in great location!!!,43301661,Veronica,,San Telmo,-34.62073,-58.37473,Entire home/apt,3175,15,0,,,5,365
10097512,BUENA UBICACION AMPLIA LUMINOSA TRANQUILA AGRADABL,51816893,Zonia,,Palermo,-34.57762,-58.43664,Private room,1154,2,43,2020-05-31,0.65,1,152
10115582,Dto 40 m2 excelente ubicación CABA,42077542,Pablo,,San Nicolas,-34.60346,-58.374,Entire home/apt,2252,3,1,2017-10-13,0.02,1,364
10117715,Departamento pleno Palermo Hollywood,51921941,Florencia,,Palermo,-34.58222,-58.43126,Entire home/apt,2501,5,9,2020-03-22,0.50,2,365
10117948,Av Santa Fe Y Callao! RECOLETA. GRAN UBICACION!!,23743419,Ivonne,,Recoleta,-34.59536,-58.39344,Entire home/apt,2405,5,123,2019-05-21,1.85,2,364
10120326,Alto Palermo Aparment neightborhood,51935181,Gustavo,,Palermo,-34.58475,-58.41005,Entire home/apt,2790,7,37,2018-01-10,0.56,2,364
10133312,Cute Loft close to the river. 55sqm,51992360,Matias,,Nuñez,-34.53586,-58.46945,Entire home/apt,4329,3,24,2017-11-06,0.37,1,109
10133672,Unico departamento con vistas y amenities,39826338,Silvina,,Palermo,-34.577,-58.43018,Entire home/apt,24050,14,2,2020-01-11,0.10,11,364
10138765,::Amazing terrace and Cozy 2 BR en Palermo Viejo::,4776702,Nan Y Nach,,Palermo,-34.58671,-58.42391,Entire home/apt,8178,30,3,2020-01-15,0.46,1,365
10174784,Luminous Palermo 3 bdr tower amenit,3334331,Aida,,Palermo,-34.5774,-58.43108,Entire home/apt,24050,28,0,,,15,179
10176665,"HABITACIÓN SIMPLE O DOBLE, EXCELENTE UBICACIÓN",1864747,Irina,,Almagro,-34.61044,-58.42199,Private room,1059,2,4,2019-03-08,0.11,22,365
10177407,Charming and cozy studio in the heart of Palermo,678997,Mario,,Palermo,-34.57597,-58.42313,Entire home/apt,1030,5,8,2019-12-23,0.26,3,12
10184953,MONOAMBIENTE RECOLETA,3205786,Pablo,,Recoleta,-34.58854,-58.40327,Entire home/apt,4811,20,28,2018-01-08,0.52,10,223
10188085,Renovated period 1 bedroom PH flat,1502158,Gabriela,,San Telmo,-34.61951,-58.37044,Private room,3367,2,2,2016-03-27,0.03,1,352
10191100,Spectacular new studio in Recoleta!,50823481,Gustavo,,Recoleta,-34.58987,-58.40264,Entire home/apt,4329,3,155,2020-01-13,2.35,5,165
10191139,Beautiful & brand new studio in Recoleta!,50823481,Gustavo,,Recoleta,-34.58988,-58.40264,Entire home/apt,4329,3,115,2021-01-26,1.77,5,244
10191595,Amazing new studio in Recoleta with pool & laundry,50823481,Gustavo,,Recoleta,-34.58987,-58.40264,Entire home/apt,4329,3,121,2019-10-29,1.90,5,73
10196141,Chic Double terrace  in Recoleta !,52374424,Marcela,,Recoleta,-34.59027,-58.39212,Entire home/apt,3367,2,8,2020-01-20,0.14,1,363
10200354,Habitaciòn privada con jardin Palermo,1482817,Lorena,,Palermo,-34.58548,-58.42926,Private room,1924,5,9,2017-11-01,0.14,47,365
10223855,Apartamento en Edificio Crucero,52536482,Jorge Federico,,San Nicolas,-34.60059,-58.37592,Entire home/apt,4192,3,3,2019-03-09,0.06,1,365
10225746,Apartment in Downtown BA,10264516,Gabriela,,San Nicolas,-34.60383,-58.37965,Entire home/apt,4000,2,80,2018-06-22,1.32,2,260
10227265,Beatiful Studio w/ swimming pool,1875949,Diego,,Palermo,-34.58459,-58.44172,Entire home/apt,9139,3,5,2016-03-01,0.07,68,365
10231814,MODERN - FIRST BREAKFAST INCLUDED-GYM+POOL+SAUNA,52581549,Carolina,,Palermo,-34.59144,-58.42593,Entire home/apt,5734,3,72,2020-01-03,1.08,2,183
10239809,Amplio y moderno apartamento para dos personas,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,4329,3,7,2016-01-03,0.21,136,332
10241046,Modern Apt in Palermo Hollywood,52635681,Federico,,Palermo,-34.58206,-58.44155,Entire home/apt,3752,3,5,2016-11-08,0.07,1,365
10244531,"Cosy Apartment in Belgrano, BS.AS.",52655481,Sole,,Belgrano,-34.56113,-58.45392,Entire home/apt,5679,1,3,2016-02-23,0.05,1,365
10245779,Stunning Duplex - Loft in Palermo with pool & gym,373629,Daniel,,Palermo,-34.58284,-58.43237,Entire home/apt,9621,3,0,,,15,365
10245781,LINDA HABITACION SALIDA AL JARDIN,4280383,Pilar,,Nuñez,-34.55127,-58.45765,Private room,1443,2,23,2017-09-19,0.35,4,365
10250540,Apartamento privado con balcón,28514633,Agustín,,Boca,-34.63265,-58.36083,Entire home/apt,2886,3,6,2017-07-27,0.10,1,365
10257021,Room in open mind house,52733168,Gabrielle,,Caballito,-34.61269,-58.43464,Private room,1924,30,0,,,1,364
10262841,Experience Palermo's Best Appartment,42114796,Tomas,,Palermo,-34.57605,-58.43002,Entire home/apt,6734,4,65,2021-03-27,0.99,1,95
10264583,A whole house in Buenos Aires!,8892540,David,,Monserrat,-34.61722,-58.39133,Entire home/apt,17316,1,0,,,3,365
10266424,Habitación Compartida en hermosa casa!,40967547,Hila,,Monserrat,-34.61707,-58.39083,Private room,962,30,0,,,2,199
